ssnum,name,course,grade
55583,Cosmo Champlin,Computer Science,4.24
55584,Hardin Champlin,Computer Science,2.57
55585,Garner Champlin,Physics,2.3
55586,Esau Champlin,Physics,4.55
55587,Beau Champlin,Computer Science,3.05
55588,Krysten Champlin,Computer Science,4.11
55589,Taurean Champlin,Math,3.37
55590,Junia Champlin,Biology,1.22
55591,Beda Champlin,Computer Science,4.23
55592,Lowell Champlin,Physics,4.25
55593,Eris Champlin,Biology,4.94
55594,Davin Champlin,Computer Science,4.4
55595,Dorla Champlin,Computer Science,4.68
55596,Reilly Champlin,Chemistry,2.43
55597,Benard Champlin,Computer Science,3.93
55598,Justine Champlin,Biology,2.47
55599,Woody Champlin,Math,2.92
55600,Vennie Champlin,Computer Science,1.25
55601,Waylon Champlin,Physics,1.37
55602,Yosef Champlin,Chemistry,1.06
55603,Arlo Champlin,Physics,1.04
55604,Elise Champlin,Physics,1.34
55605,Olivine Champlin,Computer Science,3.22
55606,Willow Champlin,Math,1.48
55607,Mindy Champlin,Computer Science,3.68
55608,Manson Champlin,Computer Science,1.85
55609,Westin Champlin,Physics,3.56
55610,Derick Champlin,Chemistry,3.49
55611,Lucinda Champlin,Biology,3.95
55612,Austin Champlin,Physics,1.97
55613,Rodger Champlin,Computer Science,2.19
55614,Donavon Champlin,Biology,1.06
55615,Bethann Champlin,Physics,4.9
55616,Classie Champlin,Computer Science,1.81
55617,Thresa Champlin,Chemistry,1.05
55618,Jaron Champlin,Math,4.07
55619,Conway Champlin,Physics,2.07
55620,Cordia Champlin,Physics,1.22
55621,Yehuda Champlin,Math,2.74
55622,Jules Champlin,Computer Science,4.32
55623,Dion Champlin,Math,4.24
55624,Ted Champlin,Math,2.05
55625,Savilla Champlin,Biology,2.2
55626,Abdul Champlin,Computer Science,2.6
55627,Sky Champlin,Biology,3.89
55628,Holden Champlin,Computer Science,1.1
55629,Danelle Champlin,Biology,4.86
55630,Micah Champlin,Physics,4.51
55631,Jazlene Champlin,Chemistry,2.59
55632,Djuana Champlin,Biology,1.33
55633,Moriah Champlin,Chemistry,4.0
55634,Fawn Champlin,Physics,4.25
55635,Wendy Champlin,Chemistry,3.32
55636,Jeffry Champlin,Computer Science,3.76
55637,Bethzy Champlin,Biology,1.86
55638,Luda Champlin,Chemistry,3.43
55639,Orah Champlin,Computer Science,1.79
55640,Dannie Champlin,Chemistry,3.47
55641,China Champlin,Computer Science,3.5
55642,Miller Champlin,Computer Science,2.47
55643,Haywood Champlin,Computer Science,1.28
55644,Masao Champlin,Chemistry,2.43
55645,Franz Champlin,Physics,3.27
55646,Palma Champlin,Chemistry,1.53
55647,Yadiel Champlin,Computer Science,3.87
55648,Willene Champlin,Chemistry,2.42
55649,Ruie Champlin,Computer Science,4.46
55650,Vicki Champlin,Computer Science,4.17
55651,Garret Champlin,Biology,1.57
55652,Jody Champlin,Chemistry,1.41
55653,Gusta Champlin,Biology,4.52
55654,Darwin Champlin,Physics,4.26
55655,Page Champlin,Math,4.61
55656,Cleave Champlin,Chemistry,2.51
55657,Tosha Champlin,Computer Science,4.24
55658,Tyesha Champlin,Math,3.14
55659,Saverio Champlin,Chemistry,4.22
55660,Marvel Champlin,Physics,2.56
55661,Debbi Champlin,Computer Science,4.18
55662,Zoa Champlin,Chemistry,1.98
55663,Kenya Champlin,Math,2.34
55664,Kadyn Champlin,Chemistry,3.5
55665,Farrell Champlin,Math,2.6
55666,Parrish Champlin,Computer Science,2.93
55667,Ottie Champlin,Math,4.57
55668,Marcos Champlin,Biology,4.1
55669,Sheri Champlin,Math,2.63
55670,Cesar Champlin,Chemistry,4.33
55671,Missy Champlin,Math,1.56
55672,Ember Champlin,Math,2.91
55673,Angelo Champlin,Biology,2.35
55674,Iola Champlin,Biology,4.23
55675,Laraine Champlin,Biology,1.94
55676,Jayden Champlin,Biology,4.08
55677,Avis Champlin,Physics,3.09
55678,Eston Champlin,Chemistry,1.46
55679,Infant Champlin,Math,3.37
55680,Alani Champlin,Physics,2.46
55681,Clarine Champlin,Computer Science,1.74
55682,Noemi Champlin,Chemistry,4.24
55683,Pearly Champlin,Computer Science,4.5
55684,Mercer Champlin,Physics,3.04
55685,Louis Champlin,Computer Science,1.87
55686,Jill Champlin,Physics,1.59
55687,Kya Champlin,Biology,3.28
55688,Olive Champlin,Math,1.55
55689,Mike Champlin,Math,3.55
55690,Sharron Champlin,Math,2.2
55691,Nereida Champlin,Physics,3.59
55692,Lempi Champlin,Computer Science,3.34
55693,Tammi Champlin,Biology,3.41
55694,Aili Champlin,Physics,2.8
55695,Daisye Champlin,Computer Science,3.47
55696,Adrain Champlin,Math,4.66
55697,Frieda Champlin,Physics,4.85
55698,Mildred Champlin,Biology,4.23
55699,King Champlin,Physics,2.96
55700,Taina Champlin,Physics,4.46
55701,Glinda Champlin,Chemistry,2.86
55702,Stan Champlin,Chemistry,4.15
55703,Antonia Champlin,Physics,4.69
55704,Dorthey Champlin,Physics,3.96
55705,Leone Champlin,Math,2.48
55706,Nita Champlin,Physics,2.09
55707,Tisa Champlin,Chemistry,3.74
55708,Green Champlin,Physics,1.01
55709,Allene Champlin,Chemistry,1.7
55710,Shelbi Champlin,Computer Science,4.46
55711,Breanne Champlin,Chemistry,1.71
55712,Valerie Champlin,Computer Science,3.94
55713,Edson Champlin,Chemistry,1.86
55714,Alyvia Pouros,Biology,4.15
55715,Florence Pouros,Math,3.48
55716,Jack Pouros,Math,4.98
55717,Bina Pouros,Chemistry,4.86
55718,Lesia Pouros,Chemistry,3.79
55719,Auston Pouros,Computer Science,4.57
55720,Baylie Pouros,Biology,1.25
55721,Bernice Pouros,Physics,4.53
55722,Lavern Pouros,Biology,1.32
55723,Barrie Pouros,Computer Science,1.63
55724,Shelton Pouros,Math,3.86
55725,Andria Pouros,Physics,4.92
55726,Dylon Pouros,Math,3.67
55727,Lynne Pouros,Physics,3.17
55728,Winfred Pouros,Computer Science,4.25
55729,Lalla Pouros,Physics,3.05
55730,Lewis Pouros,Computer Science,3.11
55731,Lambert Pouros,Math,1.48
55732,Aleta Pouros,Math,2.01
55733,Tula Pouros,Biology,2.83
55734,Marylou Pouros,Physics,3.1
55735,Henderson Pouros,Math,3.47
55736,Cleve Pouros,Computer Science,2.3
55737,Myles Pouros,Chemistry,4.41
55738,Shana Pouros,Physics,3.36
55739,Stacia Pouros,Biology,1.68
55740,Thalia Pouros,Math,3.14
55741,Brant Pouros,Math,4.96
55742,Evaline Pouros,Physics,3.41
55743,Cruz Pouros,Chemistry,3.25
55744,Brandyn Pouros,Biology,3.56
55745,Gena Pouros,Math,4.2
55746,Harrell Pouros,Computer Science,1.02
55747,Nevin Pouros,Biology,4.15
55748,Kalie Pouros,Computer Science,4.84
55749,Linette Pouros,Chemistry,4.96
55750,Anissa Pouros,Physics,2.36
55751,Harmon Pouros,Physics,4.47
55752,Malvin Pouros,Computer Science,1.27
55753,Vicie Pouros,Math,1.72
55754,Qiana Pouros,Biology,2.59
55755,Gennie Pouros,Biology,3.2
55756,Jesica Pouros,Math,1.95
55757,Berdie Pouros,Chemistry,1.58
55758,Drury Pouros,Physics,4.27
55759,Marisol Pouros,Chemistry,2.35
55760,Jenniffer Pouros,Math,1.43
55761,Hershel Pouros,Biology,2.62
55762,Portia Pouros,Physics,2.13
55763,Landon Pouros,Biology,1.06
55764,Rhea Pouros,Math,1.66
55765,Desiree Pouros,Physics,4.23
55766,Sol Pouros,Biology,3.17
55767,Lenard Pouros,Biology,2.0
55768,Kristal Pouros,Biology,4.77
55769,Nile Pouros,Computer Science,4.23
55770,Perri Pouros,Physics,2.19
55771,Daryn Pouros,Computer Science,1.33
55772,Jenelle Pouros,Physics,3.48
55773,Zora Pouros,Physics,1.99
55774,Macy Pouros,Physics,1.45
55775,Jaycob Pouros,Physics,2.42
55776,Samantha Pouros,Math,1.11
55777,Sharde Pouros,Physics,3.48
55778,Arba Pouros,Computer Science,1.39
55779,Zaire Pouros,Physics,3.58
55780,Ellery Pouros,Chemistry,2.16
55781,Elida Pouros,Math,3.36
55782,Rafaela Pouros,Physics,3.79
55783,Gorden Pouros,Physics,3.73
55784,Deena Pouros,Physics,3.28
55785,Van Pouros,Computer Science,4.79
55786,Astrid Pouros,Biology,3.06
55787,Brenton Pouros,Biology,1.42
55788,Kimora Pouros,Biology,3.89
55789,Mandie Pouros,Math,1.42
55790,Amaya Pouros,Computer Science,4.85
55791,Benedict Pouros,Chemistry,3.42
55792,Ruthanne Pouros,Chemistry,2.14
55793,Holli Pouros,Biology,4.0
55794,Ashby Pouros,Biology,1.62
55795,Alexa Pouros,Chemistry,2.67
55796,Stoney Pouros,Physics,2.65
55797,Fern Pouros,Biology,2.12
55798,Evertt Pouros,Math,4.27
55799,Neal Pouros,Chemistry,1.67
55800,Charissa Pouros,Math,1.37
55801,Deloris Pouros,Chemistry,4.02
55802,Denisha Pouros,Biology,1.21
55803,Debi Pouros,Biology,4.0
55804,Arlis Pouros,Chemistry,4.77
55805,Cale Pouros,Physics,2.43
55806,Elige Pouros,Biology,1.26
55807,Mila Pouros,Biology,1.86
55808,Deforest Pouros,Computer Science,1.38
55809,Leslee Pouros,Chemistry,3.1
55810,Braylen Pouros,Computer Science,2.56
55811,Cinthia Pouros,Chemistry,1.6
55812,Lee Pouros,Computer Science,3.09
55813,Titus Pouros,Math,1.73
55814,Collins Pouros,Computer Science,3.77
55815,Ashanti Pouros,Chemistry,1.91
55816,Kathie Pouros,Computer Science,4.67
55817,Treyton Pouros,Computer Science,2.53
55818,Presley Pouros,Chemistry,3.58
55819,Freddie Pouros,Math,4.39
55820,Marlen Pouros,Physics,2.48
55821,Dorathy Pouros,Biology,1.53
55822,Sophronia Pouros,Physics,1.72
55823,Kari Pouros,Biology,2.14
55824,Yancy Pouros,Physics,1.71
55825,Edra Pouros,Computer Science,1.64
55826,Becky Pouros,Computer Science,2.77
55827,Nakisha Pouros,Computer Science,1.48
55828,Maricela Pouros,Biology,1.53
55829,Press Pouros,Math,4.97
55830,Vinson Pouros,Chemistry,4.58
55831,Chiquita Pouros,Biology,1.44
55832,Miah Pouros,Math,3.31
55833,Pete Pouros,Math,1.13
55834,Maceo Pouros,Chemistry,4.06
55835,Paulo Pouros,Physics,2.29
55836,Jaylah Pouros,Physics,2.74
55837,Donie Pouros,Computer Science,2.71
55838,Haylee Pouros,Biology,3.66
55839,Wiliam Pouros,Computer Science,3.6
55840,Yamilex Pouros,Physics,3.73
55841,Alva Pouros,Physics,1.77
55842,Hilary Pouros,Math,1.48
55843,Stephon Pouros,Physics,2.45
55844,Declan Pouros,Math,4.08
55845,Authur Pouros,Chemistry,4.06
55846,Otho Pouros,Biology,4.39
55847,January Pouros,Computer Science,3.41
55848,Muriel Pouros,Physics,2.47
55849,Gilford Pouros,Math,2.15
55850,Unique Pouros,Physics,2.91
55851,Judy Pouros,Physics,2.95
55852,Myrtie Pouros,Physics,2.53
55853,Abagail Pouros,Computer Science,3.62
55854,Georgiana Pouros,Biology,3.76
55855,Elsworth Pouros,Math,4.23
55856,Shoji Pouros,Biology,3.85
55857,Pauline Pouros,Chemistry,3.42
55858,Florene Pouros,Physics,1.92
55859,Kerry Pouros,Physics,3.71
55860,Corda Pouros,Biology,2.49
55861,Werner Pouros,Biology,3.6
55862,Marianne Pouros,Chemistry,1.16
55863,Sylas Pouros,Physics,4.56
55864,Trudie Pouros,Biology,2.21
55865,Norman Pouros,Math,1.18
55866,James Pouros,Math,3.2
55867,Veva Pouros,Physics,2.65
55868,Caren Pouros,Math,4.05
55869,Bertram Pouros,Chemistry,3.38
55870,Orren Pouros,Chemistry,2.92
55871,Christen Pouros,Physics,2.72
55872,Leander Pouros,Biology,4.87
55873,Clotilde Pouros,Computer Science,1.8
55874,Edith Pouros,Physics,2.12
55875,Gisselle Pouros,Chemistry,1.14
55876,Governor Pouros,Biology,3.65
55877,Shawnee Pouros,Math,3.78
55878,Sherri Pouros,Computer Science,1.49
55879,Arielle Pouros,Biology,1.18
55880,Derrek Pouros,Computer Science,1.83
55881,Ermine Pouros,Chemistry,1.12
55882,Dolph Pouros,Physics,1.15
55883,Dagmar Pouros,Computer Science,2.12
55884,Oran Pouros,Biology,3.18
55885,Ricci Pouros,Chemistry,2.37
55886,Alba Pouros,Computer Science,1.71
55887,Shaquana Pouros,Physics,4.83
55888,Claudio Pouros,Computer Science,1.34
55889,Barton Pouros,Physics,2.36
55890,Margurite Pouros,Physics,1.28
55891,Marolyn Pouros,Computer Science,3.09
55892,Derl Pouros,Biology,2.42
55893,Yoshio Pouros,Chemistry,2.76
55894,Rocco Pouros,Computer Science,4.3
55895,Juliann Pouros,Chemistry,4.15
55896,Manilla Pouros,Computer Science,4.32
55897,Kiley Pouros,Math,2.12
55898,Audy Pouros,Biology,1.26
55899,Alene Pouros,Computer Science,2.38
55900,Shakira Pouros,Computer Science,3.08
55901,Demonte Pouros,Math,1.75
55902,Tonia Pouros,Computer Science,2.17
55903,Harriet Pouros,Computer Science,1.17
55904,Ettie Pouros,Biology,4.46
55905,Harrison Pouros,Biology,1.55
55906,Ceasar Pouros,Computer Science,2.54
55907,Phylicia Pouros,Chemistry,2.06
55908,Ebba Pouros,Math,2.81
55909,Sylvia Pouros,Chemistry,2.08
55910,Mena Pouros,Physics,3.18
55911,Morton Pouros,Chemistry,1.44
55912,Cecily Pouros,Chemistry,3.04
55913,Myah Pouros,Computer Science,4.52
55914,Trevin Pouros,Chemistry,4.27
55915,Sherita Pouros,Chemistry,3.96
55916,Selma Pouros,Physics,4.51
55917,Hardie Pouros,Physics,4.85
55918,Danyelle Pouros,Biology,2.72
55919,Jackson Pouros,Physics,4.18
55920,Donna Pouros,Computer Science,2.73
55921,Marta Pouros,Chemistry,1.58
55922,Juwan Pouros,Biology,4.02
55923,Errol Pouros,Biology,2.67
55924,Sherryl Pouros,Physics,2.46
55925,Gurney Pouros,Physics,4.43
55926,Camilla Pouros,Computer Science,1.51
55927,Kordell Pouros,Computer Science,4.65
55928,Fredric Pouros,Biology,3.91
55929,Francina Pouros,Biology,2.84
55930,Jalyn Pouros,Biology,3.07
55931,Tobias Pouros,Chemistry,1.45
55932,Savannah Pouros,Math,4.51
55933,Charlotta Pouros,Math,3.43
55934,Kate Pouros,Computer Science,3.61
55935,Tonda Pouros,Chemistry,3.36
55936,Glynda Pouros,Biology,2.77
55937,Susannah Pouros,Biology,2.53
55938,Mimi Pouros,Biology,3.26
55939,Allena Pouros,Physics,4.68
55940,Ayden Pouros,Computer Science,1.33
55941,Horton Pouros,Chemistry,1.09
55942,Kitty Pouros,Chemistry,3.87
55943,Cortney Pouros,Biology,4.92
55944,Shaquita Pouros,Biology,2.8
55945,Alverta Pouros,Chemistry,1.03
55946,Kendall Pouros,Biology,1.98
55947,Alysa Pouros,Physics,1.55
55948,Tyreek Pouros,Biology,2.36
55949,Beckie Pouros,Math,1.62
55950,Camisha Pouros,Biology,1.11
55951,Dorr Pouros,Computer Science,2.85
55952,Simone Pouros,Biology,1.02
55953,Carley Pouros,Computer Science,3.23
55954,Burley Pouros,Math,4.05
55955,Jazmyn Pouros,Biology,4.1
55956,Charla Pouros,Physics,3.22
55957,Bunk Pouros,Math,2.3
55958,Mansfield Pouros,Chemistry,3.28
55959,Math Pouros,Chemistry,4.3
55960,Roberta Pouros,Math,4.25
55961,Roslyn Pouros,Computer Science,3.66
55962,Alyse Pouros,Math,1.23
55963,Leonel Pouros,Math,2.43
55964,Epifanio Pouros,Chemistry,1.83
55965,Suzy Pouros,Chemistry,3.13
55966,Kira Pouros,Physics,3.8
55967,Okey Pouros,Computer Science,4.47
55968,Lexus Pouros,Chemistry,2.42
55969,Ras Pouros,Chemistry,3.12
55970,Giselle Pouros,Chemistry,2.53
55971,Marquise Pouros,Biology,4.6
55972,Arie Pouros,Math,2.11
55973,Shira Pouros,Biology,2.19
55974,Gaetano Pouros,Math,4.6
55975,Cherryl Pouros,Computer Science,1.87
55976,Ryder Pouros,Physics,2.3
55977,Alfredo Pouros,Physics,1.44
55978,Abby Pouros,Physics,3.93
55979,Enos Pouros,Math,1.11
55980,Laquita Pouros,Chemistry,1.59
55981,Coleen Pouros,Computer Science,2.09
55982,Murl Pouros,Physics,1.11
55983,Bryson Pouros,Chemistry,1.49
55984,Ewin Pouros,Physics,1.15
55985,Joey Pouros,Computer Science,2.41
55986,Christina Pouros,Biology,4.43
55987,Elle Pouros,Chemistry,1.36
55988,Acy Pouros,Biology,3.76
55989,Marchello Pouros,Biology,1.47
55990,Cleon Pouros,Physics,1.49
55991,Clayton Pouros,Chemistry,2.98
55992,Rich Pouros,Biology,4.43
55993,Donaciano Pouros,Biology,3.83
55994,Theola Pouros,Physics,3.78
55995,Shawnna Pouros,Chemistry,1.24
55996,Cas Pouros,Chemistry,4.65
55997,Annabell Pouros,Computer Science,4.33
55998,Karel Pouros,Chemistry,1.76
55999,Mack Pouros,Biology,3.56
56000,Lolita Pouros,Computer Science,3.81
56001,Atlas Pouros,Physics,2.44
56002,Kandy Pouros,Computer Science,3.46
56003,Madalynn Pouros,Math,1.4
56004,Ludwig Pouros,Math,1.43
56005,Yee Pouros,Math,4.2
56006,Jaycie Pouros,Physics,3.45
56007,Angelita Pouros,Computer Science,1.33
56008,Jaye Pouros,Chemistry,3.39
56009,Travis Pouros,Chemistry,2.3
56010,Olene Pouros,Biology,1.64
56011,Gunnar Pouros,Biology,3.41
56012,Elyse Pouros,Chemistry,3.79
56013,Dionicio Pouros,Biology,1.89
56014,Margene Pouros,Physics,3.58
56015,Hayleigh Pouros,Math,2.21
56016,Aniya Pouros,Biology,2.76
56017,Bailey Pouros,Computer Science,4.39
56018,Bo Pouros,Math,2.66
56019,Jalissa Pouros,Math,2.04
56020,Sena Pouros,Math,2.09
56021,Angelique Pouros,Chemistry,3.76
56022,Mal Pouros,Computer Science,1.59
56023,Alfonzo Pouros,Computer Science,4.45
56024,Jolene Pouros,Chemistry,4.03
56025,Kaleena Pouros,Physics,3.58
56026,Reina Pouros,Chemistry,2.86
56027,Sal Pouros,Chemistry,1.59
56028,Dwan Pouros,Computer Science,4.51
56029,Adelia Pouros,Math,4.41
56030,Tavian Pouros,Biology,4.65
56031,Esmeralda Pouros,Chemistry,1.5
56032,Jonatan Pouros,Biology,1.18
56033,Linn Pouros,Chemistry,1.96
56034,Doss Pouros,Chemistry,2.05
56035,Lovie Pouros,Physics,4.61
56036,Shaneka Pouros,Biology,2.59
56037,Alpheus Pouros,Math,3.03
56038,Sean Pouros,Chemistry,3.81
56039,Sophie Pouros,Biology,2.6
56040,Lissie Pouros,Computer Science,1.09
56041,Willard Pouros,Biology,4.26
56042,Jammie Pouros,Biology,1.51
56043,Oddie Pouros,Physics,3.55
56044,Gwendolyn Pouros,Math,2.5
56045,Carla Pouros,Physics,4.72
56046,Oneida Pouros,Chemistry,4.66
56047,Cason Pouros,Math,4.06
56048,Geoff Pouros,Chemistry,4.85
56049,Lydell Pouros,Math,4.53
56050,Iver Pouros,Biology,2.91
56051,Susann Pouros,Math,1.61
56052,Lorinda Pouros,Computer Science,4.46
56053,Aliyah Pouros,Computer Science,1.57
56054,Tex Pouros,Biology,1.75
56055,Margrett Pouros,Physics,2.82
56056,Verlene Pouros,Physics,4.72
56057,Branson Pouros,Computer Science,2.44
56058,Demetri Pouros,Chemistry,4.94
56059,Samatha Pouros,Computer Science,2.27
56060,Rusty Pouros,Physics,4.88
56061,Pershing Pouros,Physics,2.15
56062,Izetta Pouros,Computer Science,3.66
56063,Fronia Pouros,Physics,2.94
56064,Alfonso Pouros,Chemistry,3.13
56065,Bernetta Pouros,Math,2.74
56066,Tyshawn Pouros,Physics,2.92
56067,Josephine Pouros,Chemistry,2.65
56068,Daren Pouros,Physics,4.49
56069,Bulah Pouros,Math,1.28
56070,Shirl Pouros,Biology,4.55
56071,Casey Pouros,Computer Science,4.97
56072,Theodore Pouros,Physics,2.83
56073,Miranda Pouros,Physics,3.17
56074,Demetria Pouros,Math,1.64
56075,Reanna Pouros,Math,1.52
56076,Jessie Pouros,Math,4.12
56077,Haleigh Pouros,Biology,2.85
56078,Mannie Pouros,Physics,2.08
56079,Link Pouros,Physics,3.33
56080,Velia Pouros,Computer Science,1.29
56081,Dorian Pouros,Physics,1.78
56082,Nicklaus Pouros,Biology,4.36
56083,Nanci Pouros,Computer Science,2.28
56084,Arbie Pouros,Chemistry,2.92
56085,Talon Pouros,Chemistry,4.91
56086,Kacie Pouros,Chemistry,4.08
56087,Tempie Pouros,Physics,2.7
56088,Deonta Pouros,Chemistry,1.51
56089,Octave Pouros,Math,4.3
56090,Nira Pouros,Math,3.12
56091,Heather Pouros,Computer Science,4.2
56092,Marjory Pouros,Biology,4.4
56093,Gustave Pouros,Chemistry,2.25
56094,Mara Pouros,Physics,3.16
56095,Maren Pouros,Chemistry,1.92
56096,Kali Pouros,Biology,2.55
56097,Ronaldo Pouros,Math,2.77
56098,Delfina Pouros,Math,4.26
56099,Maralyn Pouros,Math,3.58
56100,Winona Pouros,Chemistry,4.55
56101,Mya Pouros,Biology,1.29
56102,Emil Pouros,Computer Science,1.27
56103,Christie Pouros,Biology,4.07
56104,Cathy Pouros,Biology,3.75
56105,Chanie Pouros,Physics,4.84
56106,Isam Pouros,Physics,3.57
56107,Vernon Pouros,Biology,2.34
56108,Amey Pouros,Biology,4.33
56109,Selene Pouros,Computer Science,4.49
56110,Journey Pouros,Math,1.79
56111,Windell Pouros,Chemistry,3.81
56112,Crissy Pouros,Physics,1.92
56113,Lulla Pouros,Math,3.3
56114,Seneca Pouros,Computer Science,2.41
56115,Mace Pouros,Computer Science,3.66
56116,Hung Pouros,Biology,4.76
56117,Maude Pouros,Chemistry,3.7
56118,Uriel Pouros,Physics,1.58
56119,Jerri Pouros,Chemistry,2.46
56120,Pollie Pouros,Physics,2.67
56121,Velda Pouros,Physics,1.11
56122,Orange Pouros,Physics,4.71
56123,Foch Pouros,Chemistry,4.53
56124,Jeanetta Pouros,Math,2.44
56125,Litzy Pouros,Physics,4.85
56126,Ashly Pouros,Chemistry,4.32
56127,Aydin Pouros,Physics,4.96
56128,Kecia Pouros,Physics,4.13
56129,Lylah Pouros,Chemistry,3.79
56130,Marlana Pouros,Physics,4.36
56131,Zita Pouros,Math,2.93
56132,Neta Pouros,Physics,4.92
56133,Giovanni Pouros,Math,3.04
56134,Hana Pouros,Physics,4.91
56135,Kourtney Pouros,Biology,3.17
56136,Mariah Pouros,Computer Science,4.65
56137,Marsha Pouros,Math,3.62
56138,Roosevelt Pouros,Math,4.44
56139,Bayard Pouros,Biology,1.04
56140,Corene Pouros,Computer Science,2.99
56141,Paityn Pouros,Math,4.25
56142,Tanika Pouros,Math,4.24
56143,Sylvania Pouros,Math,2.53
56144,Cleveland Pouros,Chemistry,1.7
56145,Bobbye Pouros,Physics,4.04
56146,Liliana Pouros,Computer Science,2.08
56147,Justen Pouros,Computer Science,3.67
56148,Alfie Pouros,Chemistry,4.67
56149,Taniyah Pouros,Chemistry,4.97
56150,Courtland Pouros,Computer Science,4.93
56151,Nat Pouros,Biology,1.42
56152,Carolina Pouros,Physics,1.54
56153,Dudley Pouros,Computer Science,1.55
56154,Reno Pouros,Biology,4.09
56155,Codie Pouros,Physics,4.13
56156,Bentley Pouros,Math,3.28
56157,Isidor Pouros,Computer Science,1.11
56158,Jeb Pouros,Physics,1.39
56159,Guthrie Pouros,Physics,3.92
56160,Alvira Pouros,Chemistry,2.87
56161,Benjamen Pouros,Physics,4.29
56162,Skye Pouros,Biology,1.97
56163,Tobin Pouros,Biology,4.95
56164,Jaidyn Pouros,Physics,2.92
56165,Caitlin Pouros,Math,2.73
56166,Arely Pouros,Math,1.86
56167,Shaun Pouros,Biology,1.09
56168,Tara Pouros,Math,3.65
56169,Dulcie Pouros,Physics,2.94
56170,Oris Pouros,Chemistry,4.94
56171,Clinton Pouros,Chemistry,2.81
56172,Clarance Pouros,Physics,2.78
56173,Leontine Pouros,Math,1.74
56174,Luberta Pouros,Computer Science,4.88
56175,Thurlow Pouros,Math,2.89
56176,Elnora Pouros,Computer Science,2.6
56177,Marlo Pouros,Math,1.17
56178,Mozelle Pouros,Math,4.62
56179,Levy Pouros,Computer Science,4.87
56180,Isaiah Pouros,Biology,3.04
56181,Frank Pouros,Biology,2.25
56182,Francis Pouros,Physics,4.66
56183,Joelle Pouros,Biology,2.57
56184,Chace Pouros,Computer Science,3.88
56185,Orvil Pouros,Chemistry,1.36
56186,Davion Pouros,Biology,1.31
56187,Cayden Pouros,Math,4.16
56188,Scotty Pouros,Chemistry,2.07
56189,Daxton Pouros,Biology,1.31
56190,Ishmael Pouros,Math,3.48
56191,Damaris Pouros,Computer Science,3.76
56192,Antonio Pouros,Computer Science,1.82
56193,Consuelo Pouros,Computer Science,2.37
56194,Merilyn Pouros,Math,2.34
56195,Eliga Pouros,Chemistry,1.05
56196,Germaine Pouros,Math,2.29
56197,Marcia Pouros,Biology,3.63
56198,Kylie Pouros,Chemistry,4.36
56199,Shafter Pouros,Chemistry,4.08
56200,Clemmie Pouros,Physics,4.65
56201,Elizebeth Pouros,Math,2.54
56202,Ciera Pouros,Physics,4.23
56203,Gilda Pouros,Computer Science,1.51
56204,Meghan Pouros,Math,2.92
56205,Elgie Pouros,Math,2.47
56206,Aldona Pouros,Chemistry,1.11
56207,Linnie Pouros,Physics,3.83
56208,Giuseppe Pouros,Physics,3.17
56209,Connor Pouros,Chemistry,3.09
56210,Julianne Pouros,Biology,4.1
56211,Janiyah Pouros,Math,4.87
56212,Zilpah Pouros,Math,3.29
56213,Bird Pouros,Physics,3.57
56214,Clarnce Pouros,Physics,3.03
56215,Mason Pouros,Computer Science,1.42
56216,Chasity Pouros,Biology,2.42
56217,Bryanna Pouros,Chemistry,2.39
56218,Laney Pouros,Computer Science,3.8
56219,Ariane Pouros,Chemistry,4.84
56220,Marilynn Pouros,Biology,2.69
56221,Katheryn Pouros,Chemistry,2.79
56222,Rodrick Pouros,Physics,2.63
56223,Madden Pouros,Computer Science,4.58
56224,Jayda Pouros,Physics,4.13
56225,Beverlee Pouros,Physics,2.49
56226,Corwin Pouros,Computer Science,1.6
56227,Hart Pouros,Biology,4.54
56228,Sarita Pouros,Physics,3.07
56229,Doretha Pouros,Biology,1.99
56230,Shaylee Pouros,Chemistry,4.07
56231,Kurt Pouros,Computer Science,4.89
56232,Georgina Pouros,Computer Science,3.63
56233,Hoyt Pouros,Physics,3.32
56234,Genevieve Pouros,Math,4.61
56235,Zakary Pouros,Chemistry,2.1
56236,Nathaniel Pouros,Physics,4.7
56237,Male Pouros,Physics,1.92
56238,Janell Pouros,Chemistry,4.67
56239,Merlyn Pouros,Physics,2.85
56240,Bliss Pouros,Chemistry,2.08
56241,Marshal Pouros,Biology,4.34
56242,Margie Pouros,Computer Science,1.48
56243,Tanesha Pouros,Physics,1.84
56244,Rosey Pouros,Biology,4.17
56245,Benjamin Pouros,Physics,1.62
56246,Cristobal Pouros,Math,2.15
56247,Barbra Pouros,Biology,4.99
56248,Kelley Pouros,Biology,2.36
56249,Sheena Pouros,Biology,3.17
56250,Aubrie Pouros,Math,1.29
56251,Leafy Pouros,Math,2.95
56252,Beatrice Pouros,Computer Science,3.02
56253,Cordie Pouros,Biology,3.12
56254,Urijah Pouros,Computer Science,3.29
56255,Adriel Pouros,Math,3.8
56256,Estela Pouros,Math,2.59
56257,Sampson Pouros,Physics,2.24
56258,Kelly Pouros,Physics,2.59
56259,Conard Pouros,Biology,1.77
56260,Imogene Pouros,Computer Science,2.4
56261,Bob Pouros,Math,3.41
56262,Eathel Pouros,Biology,4.26
56263,Martell Pouros,Biology,4.12
56264,Somer Pouros,Computer Science,3.32
56265,Myra Pouros,Chemistry,2.74
56266,Tallie Pouros,Biology,1.34
